"","GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1656","metalloregulator ArsR/SmtB family transcription factor_2","CP080275",1334724,1335059,"-",336,446.298203350945,-0.348491225184397,0.176796820122995,-1.97113966722906,0.0487079026025484,0.106938914397084
"1657","hypothetical protein_231","CP080275",1335079,1335546,"-",468,652.361835863305,-0.603778708967254,0.17973874537873,-3.35920175527554,0.000781679759308851,0.00301155733707487
"1658","cytochrome C biogenesis protein CcdA_1","CP080275",1335861,1336598,"+",738,148.874113446977,-0.054536788378387,0.178706312731281,-0.305175500209628,0.760232490935768,0.847960166635338
"1659","thioredoxin family protein","CP080275",1336648,1337223,"+",576,179.045395541459,0.129364316284112,0.210741625115548,0.613852703343169,0.539312666668446,0.675674070887946
"1660","sulfur oxidation c-type cytochrome SoxX","CP080275",1337421,1337897,"+",477,470.44522867701,0.832442202489875,0.16709473045011,4.98185789729868,6.29766763887254e-07,4.36379220421331e-06
"1661","thiosulfate oxidation carrier protein SoxY","CP080275",1337948,1338364,"+",417,662.220269178394,0.905682789938839,0.169295232215072,5.34972413628436,8.80884027557243e-08,6.8219375602709e-07
"1662","thiosulfate oxidation carrier complex protein SoxZ","CP080275",1338415,1338744,"+",330,683.986706250598,0.715720372334657,0.237814611129862,3.00957274632646,0.00261615420061105,0.00885503256908953
"1663","sulfur oxidation c-type cytochrome SoxA","CP080275",1338818,1339669,"+",852,812.690884108983,1.05241713064995,0.159018357404532,6.61821155637187,3.6357047471054e-11,4.16850472205658e-10
"1664","thiosulfohydrolase SoxB","CP080275",1339769,1341466,"+",1698,287.668215750061,0.958547437191823,0.193654681743458,4.94977672918669,7.42986663228264e-07,5.03858451191032e-06
"1665","sulfite dehydrogenase","CP080275",1341543,1342814,"+",1272,65.2643584201534,0.81148616712232,0.259515105689142,3.12693230310204,0.00176640596146614,0.00625615766315189
"1666","c-type cytochrome_2","CP080275",1342798,1343847,"+",1050,76.7742577173305,0.448703237237757,0.248563650942164,1.80518444888051,0.0710458236064176,0.146464878255563
"1667","Hsp70 family protein","CP080275",1344008,1345258,"+",1251,150.51875293231,0.244815385578436,0.15747217530615,1.5546580537322,0.12002752961337,0.221277212971437
"1668","lytic murein transglycosylase_3","CP080275",1345516,1346256,"+",741,291.005525005025,-0.0790353208011384,0.208849546983209,-0.378431851745854,0.705109810185306,0.803854659685727
"1669","GlxA family transcriptional regulator_2","CP080275",1346292,1347299,"-",1008,314.293344979189,-0.565015735159517,0.155247188544989,-3.639458726789,0.000273211721791912,0.00119643986277506
"1670","ATP-dependent Clp protease proteolytic subunit_3","CP080275",1347575,1348207,"+",633,5794.12032758289,0.0273135058248506,0.0826145605195567,0.330613703602343,0.740936293828634,0.833150373613214
"1671","ATP-dependent Clp protease ATP-binding subunit ClpX","CP080275",1348348,1349616,"+",1269,10908.3230662963,-0.0632370570444871,0.160250264422482,-0.394614369420131,0.693127507173528,0.795658695847424
"1672","RidA family protein_2","CP080275",1349709,1350068,"+",360,81.1380430204658,-1.03702777600117,0.237624794184981,-4.36413960739254,1.27624057993692e-05,7.01105976143766e-05
"1673","hypothetical protein_232","CP080275",1350094,1350321,"-",228,65.7609976131356,-1.45596349696017,0.235522414741687,-6.18184684696368,6.3355976759896e-10,6.20238767357136e-09
"1674","NADH:ubiquinone oxidoreductase subunit NDUFA12","CP080275",1350554,1350940,"+",387,1713.90378681013,0.340131999328164,0.205509511091666,1.65506694810076,0.0979109184464681,0.190338027814977
"1675","outer membrane lipid asymmetry maintenance protein MlaD","CP080275",1351035,1351487,"+",453,408.246954807053,-0.0229312471753127,0.306401350479478,-0.0748405551719282,0.94034157391929,0.96543975674315
"1676","DUF2155 domain-containing protein","CP080275",1351487,1351849,"+",363,306.513230914068,0.0728210492505335,0.143139250553635,0.508742703129127,0.61093258579621,0.734427145015721
"1677","leucyl/phenylalanyl-tRNA--protein transferase","CP080275",1351813,1352445,"-",633,255.524224434321,0.174663497360675,0.132239013950026,1.32081669503889,0.186562491632855,0.311318003957273
"1678","acetyl-CoA carboxylase biotin carboxylase subunit","CP080275",1352565,1353917,"-",1353,8665.01635148826,0.13189075681258,0.151621818851307,0.869866605029475,0.384373307303033,0.535206888141131
"1679","acetyl-CoA carboxylase biotin carboxyl carrier protein","CP080275",1353927,1354430,"-",504,3555.52808031261,-0.0422835466515936,0.139091962455504,-0.303997052778086,0.761130136512847,0.848228355574232
"1680","PAS and helix-turn-helix domain-containing protein","CP080275",1354590,1355126,"-",537,278.508131367717,-0.211348490925691,0.144054646020342,-1.46714109377524,0.142337677308481,0.252765233471525
"1681","ABC transporter ATP-binding protein_17","CP080275",1355323,1356078,"-",756,854.665961092,2.99606206781026,0.272743069961698,10.9849246333959,4.51615380583496e-28,1.4250144818742e-26
"1682","ABC transporter ATP-binding protein_18","CP080275",1356090,1356845,"-",756,248.734168337617,2.23113630828397,0.271805776098025,8.20856841349583,2.23841255542809e-16,3.81529425742164e-15
"1683","branched-chain amino acid ABC transporter permease_4","CP080275",1356858,1358060,"-",1203,555.380635821174,3.18277238600637,0.275281718607452,11.5618734222775,6.42906669045458e-31,2.29403519851921e-29
"1684","branched-chain amino acid ABC transporter permease_5","CP080275",1358065,1359087,"-",1023,459.955029976018,3.57694631281789,0.259639130058132,13.7766072163969,3.52450937278094e-43,2.40296014022815e-41
"1685","substrate-binding protein","CP080275",1359240,1360586,"-",1347,2903.02149066932,3.26630688773584,0.205010657074392,15.932376074238,3.77726641638383e-57,4.2416479934569e-55
"1686","short-chain fatty acyl-CoA regulator family protein_1","CP080275",1360819,1362132,"+",1314,193.638784259466,-0.523244622941159,0.209964635110169,-2.49206073521197,0.0127004317932388,0.0347600348290937
"1687","response regulator_5","CP080275",1362232,1362675,"+",444,118.752166478994,0.426970109733493,0.296589103987876,1.43960146880833,0.149980183842343,0.262749183798186
"1688","hypothetical protein_233","CP080275",1362672,1363007,"+",336,78.7553167848483,0.149761881768451,0.340783952809826,0.439462834249198,0.660326206195001,0.772072728021241
"1689","sensor histidine kinase_2","CP080275",1363007,1365685,"+",2679,213.945194518702,0.230629302290529,0.152627102420547,1.51106388467663,0.130772175071347,0.236966380836451
"1690","FliM/FliN family flagellar motor C-terminal domain-containing protein_1","CP080275",1365767,1367116,"+",1350,659.479090009823,-0.718098305263758,0.160491654163343,-4.47436540552385,7.66385836515918e-06,4.3803310236793e-05
"1691","TIGR01244 family sulfur transferase","CP080275",1367233,1367691,"-",459,592.519336203045,-0.0162255020470424,0.111378838301604,-0.145678499564749,0.884175195138283,0.927412333801639
"1692","hypothetical protein_234","CP080275",1367703,1368134,"-",432,73.107614871862,-0.118419904780438,0.274234811128048,-0.43181937513084,0.665872696520365,0.776038447898276
"1693","YeeE/YedE family protein_4","CP080275",1368134,1368562,"-",429,22.5168724025839,0.10897557135195,0.460717821112544,0.236534308763649,0.813018087905379,0.882348794662518
"1694","MBL fold metallo-hydrolase_6","CP080275",1368682,1369545,"-",864,366.118613346128,-0.0214511179482447,0.209580087209417,-0.102352843888314,0.918476612149224,0.953178501001832
"1695","hypothetical protein_235","CP080275",1369880,1370110,"+",231,259.456889379443,1.34887735805511,0.212779169679836,6.33932992634916,2.30766594986206e-10,2.41388180728037e-09
"1696","hypothetical protein_236","CP080275",1370223,1370444,"-",222,174.623241065992,0.991677407020925,0.281147268610212,3.52725250336971,0.000419896117203387,0.00175400806945572
"1697","DUF2312 domain-containing protein_2","CP080275",1370658,1370921,"+",264,562.716565403547,1.08086488695864,0.227411066018842,4.75291245004359,2.00507186249296e-06,1.27802410200303e-05
"1698","RidA family protein_3","CP080275",1371096,1371491,"+",396,81.1395758089764,0.669967910157586,0.317881932732091,2.1075998387182,0.0350656175532736,0.0821857138234491
"1699","NAD(P)-dependent oxidoreductase_3","CP080275",1371818,1373152,"+",1335,401.544314199947,-0.0500105275634167,0.219634925214849,-0.227698429630424,0.819880693347793,0.886986292495372
"1700","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","CP080275",1373206,1374510,"+",1305,730.404879196396,-0.0356158612084174,0.270225636812381,-0.131800452497946,0.895142128633501,0.936599793675722
"1701","TetR/AcrR family transcriptional regulator_10","CP080275",1374616,1375242,"-",627,285.412736177382,-0.731590247804855,0.142399403964362,-5.13759346905656,2.78279066805613e-07,2.027613505847e-06
"1702","Zn-dependent hydrolase_2","CP080275",1375483,1376733,"+",1251,956.601104803683,-0.698323134355392,0.109792586265638,-6.36038514172382,2.01248495294427e-10,2.12843976463746e-09
"1703","dihydropyrimidinase","CP080275",1376857,1378311,"+",1455,337.590699638077,0.250542202304097,0.246267408243705,1.01735834266856,0.308982991407945,0.453746114542622
"1704","ABC transporter ATP-binding protein_19","CP080275",1378372,1379211,"+",840,117.630543179323,0.322083891172864,0.264216870134148,1.21901334691209,0.222839126720824,0.354352263981718
"1705","ABC transporter permease_18","CP080275",1379317,1380234,"+",918,59.5155916945075,0.267655111094801,0.302556101982811,0.88464621715019,0.376347471476812,0.526914061642269
"1706","ABC transporter permease_19","CP080275",1380320,1381165,"+",846,42.349250405562,0.0558925714598472,0.353536145676851,0.15809577646676,0.874381328650706,0.920680615771759
"1707","ABC transporter substrate-binding protein_15","CP080275",1381286,1382272,"+",987,1696.247558493,0.238539594708836,0.167475792513712,1.42432282975646,0.154353041751014,0.268482876266684
"1708","DUF6500 family protein","CP080275",1382409,1382627,"+",219,123.948516901612,-0.830929352344908,0.274896047778928,-3.02270388773702,0.00250527253682725,0.0085342584975971
"1709","4Fe-4S binding protein_1","CP080275",1383142,1384170,"+",1029,1548.08666936394,-2.91597450678053,0.236718618436386,-12.3183149937323,7.21868355033722e-35,3.32059443315512e-33
"1710","flavin reductase family protein_2","CP080275",1384203,1384703,"-",501,611.637913128245,-0.496404091936802,0.14157461868672,-3.50630710886997,0.000454370633642981,0.00188359074837014
"1711","adenylate kinase_1","CP080275",1384905,1385588,"-",684,2314.37687444837,1.84129628897066,0.127140846987005,14.4823346124071,1.56683582284428e-47,1.15041907146528e-45
"1712","acetate--CoA ligase","CP080275",1385597,1387558,"-",1962,4638.16322768,1.76233595391478,0.212510647672529,8.29293013416659,1.10492246084702e-16,1.94405251406172e-15
"1713","TRAP transporter substrate-binding protein_2","CP080275",1388160,1389176,"+",1017,2691.11712023446,0.9684031673555,0.112654899615374,8.59619218215825,8.24047575083251e-18,1.58899678872114e-16
"1714","TRAP transporter small permease_2","CP080275",1389263,1389913,"+",651,238.668603682263,1.0133194712869,0.245107367388171,4.13418610009438,3.56214748846043e-05,0.000183292171306495
"1715","TRAP transporter large permease_2","CP080275",1389925,1391325,"+",1401,561.247421647289,0.955341461745034,0.161214009826449,5.92592084753356,3.10552155053434e-09,2.83657446888519e-08
"1716","PepSY domain-containing protein_2","CP080275",1391449,1391919,"+",471,28.1669937963585,-0.580088406088493,0.389352366032564,-1.4898802645005,0.136255721618146,0.24515756132803
"1717","glycine zipper domain-containing protein","CP080275",1392106,1392474,"+",369,13.0430851372493,0.2173935434716,0.55891892040597,0.388953630901771,0.697310447931204,0.798906213776189
"1718","response regulator transcription factor_2","CP080275",1392627,1393304,"+",678,261.192860040839,-0.311765218594228,0.155557946559386,-2.00417417103927,0.0450514063599795,0.100765242813358
"1719","ATP-binding protein_8","CP080275",1393330,1394760,"+",1431,221.079600221338,-0.0216147984915456,0.145776695893234,-0.148273346155246,0.882127049515666,0.92685187917625
"1720","tetracycline resistance MFS efflux pump","CP080275",1394928,1396142,"+",1215,1307.61340919506,-0.354504781716906,0.127320774199238,-2.784343591582,0.00536361827506539,0.0166625667812853
"1721","MBL fold metallo-hydrolase_7","CP080275",1396480,1397394,"-",915,358.477846845811,-0.158038559007569,0.155614443268257,-1.01557770402541,0.309830526629478,0.454599325098732
"1722","ATP-binding protein_9","CP080275",1397479,1398798,"+",1320,188.758919341671,0.288036423274215,0.156869122118228,1.83615755213528,0.0663343585380154,0.138094100816872
"1723","Gfo/Idh/MocA family oxidoreductase_5","CP080275",1398820,1399926,"-",1107,413.477470167964,-0.367660490869062,0.17375272526266,-2.11599841276316,0.0343449425657824,0.0807444524114267
"1724","GntR family transcriptional regulator_5","CP080275",1399935,1400645,"-",711,145.888628965404,-0.0076440999652499,0.156653827908194,-0.0487961262569956,0.961081769298045,0.977727203618421
"1725","LLM class flavin-dependent oxidoreductase_2","CP080275",1400747,1401901,"+",1155,197.005381787386,0.440151066368064,0.184958216370531,2.37973243365571,0.0173252128484754,0.045462311103422
"1726","aldo/keto reductase_2","CP080275",1401901,1402791,"+",891,505.335697478398,-0.048763405882448,0.204508005798937,-0.238442527919371,0.811537885916127,0.881559588054786
"1727","flavin reductase family protein_3","CP080275",1402791,1403312,"+",522,113.576495601253,0.177942060906495,0.172343837436434,1.03248287582157,0.301845965584988,0.446339231837135
"1728","TRAP transporter small permease subunit_1","CP080275",1403371,1403961,"+",591,45.0230078895132,0.698337670423302,0.330640529903805,2.11207522146929,0.0346799979175223,0.0813818267050401
"1729","TRAP transporter large permease_3","CP080275",1403961,1405436,"+",1476,185.546246050189,0.319594755467251,0.153333678459631,2.0843089312006,0.0371320754751435,0.086077877452397
"1730","TRAP transporter substrate-binding protein DctP","CP080275",1405483,1406541,"+",1059,514.367033961277,0.829834692804714,0.136967309548995,6.05863322815631,1.37283016793376e-09,1.29100137467268e-08
"1731","sel1 repeat family protein","CP080275",1406600,1407061,"-",462,211.406639318372,0.00716796280839996,0.162611481565139,0.0440802994930504,0.964840396245786,0.979984206668372
"1732","cytochrome C peroxidase","CP080275",1407173,1408444,"+",1272,72.5881420671747,0.315402989896318,0.199512778985267,1.58086610542179,0.113908655695008,0.21367481758564
"1733","mannitol dehydrogenase family protein","CP080275",1408498,1409964,"-",1467,68.0280852716856,0.153959325296666,0.234395474694376,0.656835740951954,0.51128654016989,0.652219181546489
"1734","L-iditol 2-dehydrogenase","CP080275",1409994,1410767,"-",774,29.1535932971706,-0.567237756365128,0.386457318927339,-1.46778888271431,0.142161578217481,0.252569988661862
"1735","ABC transporter ATP-binding protein_20","CP080275",1410764,1411768,"-",1005,69.421898266636,-0.589352715166763,0.287970317713495,-2.0465745214516,0.0406998785999706,0.0923853367982685
"1736","carbohydrate ABC transporter permease_6","CP080275",1411780,1412610,"-",831,67.0750629815792,-0.0366164317471227,0.199617054957845,-0.183433383259037,0.854457984171784,0.906869110030327
"1737","sugar ABC transporter permease_7","CP080275",1412620,1413486,"-",867,73.3915046134051,-0.645187024022476,0.215595680688308,-2.99257861735755,0.00276631407759633,0.00926472556865158
