"GeneID" "Chr" "Start" "End" "Strand" "Length"
"1041" "ketol-acid reductoisomerase" "CP080275" 680819 681841 "-" 1023
"1042" "Lrp/AsnC family transcriptional regulator_4" "CP080275" 681974 682884 "+" 911
"1043" "M50 family metallopeptidase" "CP080275" 682886 683578 "-" 693
"1044" "UbiH/UbiF family hydroxylase" "CP080275" 683580 684776 "-" 1197
"1045" "hypothetical protein_159" "CP080275" 684882 685136 "-" 255
"1046" "pyrimidine 5'-nucleotidase" "CP080275" 685314 685955 "-" 642
"1047" "GntR family transcriptional regulator_4" "CP080275" 686146 686799 "+" 654
"1048" "glycosyltransferase_13" "CP080275" 686819 688759 "-" 1941
"1049" "glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit" "CP080275" 688897 690060 "-" 1164
"1050" "GatB/YqeY domain-containing protein" "CP080275" 690302 690775 "+" 474
"1051" "prephenate dehydrogenase" "CP080275" 690809 691594 "-" 786
"1052" "DUF2244 domain-containing protein" "CP080275" 691819 692304 "-" 486
"1053" "cytochrome c oxidase subunit I" "CP080275" 692449 694122 "-" 1674
"1054" "HIT family protein" "CP080275" 694450 694875 "+" 426
"1055" "alpha/beta hydrolase_4" "CP080275" 695764 697212 "+" 1449
"1056" "lipoyl(octanoyl) transferase LipB" "CP080275" 697245 697916 "-" 672
"1057" "peptidoglycan-binding protein_1" "CP080275" 698040 699713 "+" 1674
"1058" "helix-turn-helix domain-containing protein_16" "CP080275" 700038 700220 "-" 183
"1059" "hypothetical protein_160" "CP080275" 700247 700402 "-" 156
"1060" "hypothetical protein_161" "CP080275" 700426 700791 "-" 366
"1061" "hypothetical protein_162" "CP080275" 700815 701000 "-" 186
"1062" "DNA cytosine methyltransferase_2" "CP080275" 701042 702655 "-" 1614
"1063" "hypothetical protein_163" "CP080275" 703175 703342 "-" 168
"1064" "hypothetical protein_164" "CP080275" 703380 704477 "-" 1098
"1065" "N-acyl-L-homoserine lactone synthetase" "CP080275" 704621 705193 "-" 573
"1066" "LuxR C-terminal-related transcriptional regulator_3" "CP080275" 705254 705871 "-" 618
"1067" "hypothetical protein_165" "CP080275" 706071 706400 "-" 330
"1068" "hypothetical protein_166" "CP080275" 707042 707632 "-" 591
"1069" "SAM-dependent methyltransferase_1" "CP080275" 708207 708800 "+" 594
"1070" "helix-turn-helix domain-containing protein_17" "CP080275" 708797 709744 "+" 948
"1071" "hypothetical protein_167" "CP080275" 709744 710058 "+" 315
"1072" "DUF2312 domain-containing protein_1" "CP080275" 710822 711097 "+" 276
"1073" "DUF1064 domain-containing protein" "CP080275" 711107 711523 "+" 417
"1074" "hypothetical protein_168" "CP080275" 711533 712099 "+" 567
"1075" "hypothetical protein_169" "CP080275" 712247 713011 "-" 765
"1076" "hypothetical protein_170" "CP080275" 713994 714230 "+" 237
"1077" "lysozyme_2" "CP080275" 714272 715000 "+" 729
"1078" "bacteriophage spanin2 family protein" "CP080275" 715000 715383 "+" 384
"1079" "terminase small subunit_1" "CP080275" 715555 716112 "+" 558
"1080" "phage terminase large subunit family protein" "CP080275" 716262 718058 "+" 1797
"1081" "hypothetical protein_171" "CP080275" 718068 718598 "+" 531
"1082" "phage portal protein_2" "CP080275" 718664 720190 "+" 1527
"1083" "phage major capsid protein_1" "CP080275" 720126 722213 "+" 2088
"1084" "hypothetical protein_172" "CP080275" 722288 722518 "+" 231
"1085" "head-tail joining protein" "CP080275" 722518 722829 "+" 312
"1086" "phage tail protein_3" "CP080275" 722789 723382 "+" 594
"1087" "hypothetical protein_173" "CP080275" 723386 723919 "+" 534
"1088" "phage baseplate assembly protein V_2" "CP080275" 723916 724341 "+" 426
"1089" "GPW/gp25 family protein_2" "CP080275" 724537 725019 "+" 483
"1090" "baseplate J/gp47 family protein_2" "CP080275" 725019 725918 "+" 900
"1091" "phage tail protein I_2" "CP080275" 725911 726630 "+" 720
"1092" "phage tail protein_4" "CP080275" 726627 727184 "+" 558
"1093" "hypothetical protein_174" "CP080275" 727189 728435 "+" 1247
"1094" "hypothetical protein_175" "CP080275" 728447 728929 "+" 483
"1095" "phage tail sheath subtilisin-like domain-containing protein_2" "CP080275" 729029 730246 "+" 1218
"1096" "phage major tail tube protein_2" "CP080275" 730246 730752 "+" 507
"1097" "phage tail assembly protein_2" "CP080275" 730762 731055 "+" 294
"1098" "phage tail tape measure protein_2" "CP080275" 731170 733665 "+" 2496
"1099" "phage tail protein_5" "CP080275" 733662 734075 "+" 414
"1100" "tail protein X_2" "CP080275" 734044 734265 "+" 222
"1101" "late control protein D_2" "CP080275" 734256 735263 "+" 1008
"1102" "integrase arm-type DNA-binding domain-containing protein_1" "CP080275" 735260 736435 "-" 1176
"1103" "WYL domain-containing protein" "CP080275" 737342 738061 "-" 720
"1104" "RidA family protein_1" "CP080275" 738147 738542 "+" 396
"1105" "TetR/AcrR family transcriptional regulator_5" "CP080275" 739524 740114 "+" 591
"1106" "hypothetical protein_176" "CP080275" 740111 740362 "+" 252
"1107" "aromatic ring-hydroxylating dioxygenase subunit alpha_2" "CP080275" 740387 741541 "+" 1155
"1108" "ferredoxin--NADP reductase_1" "CP080275" 741538 742602 "+" 1065
"1109" "exonuclease" "CP080275" 743115 743732 "-" 618
"1110" "DMT family transporter_5" "CP080275" 744079 744954 "-" 876
"1111" "LysE family translocator_2" "CP080275" 744959 745579 "-" 621
"1112" "Lrp/AsnC family transcriptional regulator_5" "CP080275" 745712 746155 "+" 444
"1113" "MFS transporter_10" "CP080275" 746762 747994 "-" 1233
"1114" "hypothetical protein_177" "CP080275" 748514 748822 "+" 309
"1115" "adenosylcobalamin-dependent ribonucleoside-diphosphate reductase_2" "CP080275" 749145 751442 "-" 2298
"1116" "DUF1489 domain-containing protein" "CP080275" 751629 752060 "+" 432
"1117" "DUF1244 domain-containing protein" "CP080275" 752153 752470 "-" 318
"1118" "pyruvate kinase" "CP080275" 752727 754172 "+" 1446
"1119" "hypothetical protein_178" "CP080275" 754208 754429 "+" 222
"1120" "50S ribosomal protein L35" "CP080275" 754618 754818 "+" 201
"1121" "50S ribosomal protein L20" "CP080275" 754834 755199 "+" 366
"1122" "phenylalanine--tRNA ligase subunit alpha" "CP080275" 755435 756508 "+" 1074
"1123" "polyhydroxybutyrate depolymerase_1" "CP080275" 756759 757577 "+" 819
"1124" "phenylalanine--tRNA ligase subunit beta" "CP080275" 757667 760063 "+" 2397
"1125" "LysR family transcriptional regulator_7" "CP080275" 760135 761013 "-" 879
"1126" "methyltransferase domain-containing protein_1" "CP080275" 761101 761736 "+" 636
"1127" "YtoQ family protein" "CP080275" 761901 762350 "+" 450
"1128" "GNAT family N-acetyltransferase_8" "CP080275" 762347 762874 "+" 528
"1129" "mechanosensitive ion channel_2" "CP080275" 762928 763734 "-" 807
"1130" "large conductance mechanosensitive channel protein MscL" "CP080275" 763864 764298 "-" 435
"1131" "Hint domain-containing protein_2" "CP080275" 764707 767064 "+" 2358
"1132" "alanine:cation symporter family protein" "CP080275" 767118 768662 "-" 1545
"1133" "universal stress protein_2" "CP080275" 768682 769116 "-" 435
"1134" "Lrp/AsnC family transcriptional regulator_6" "CP080275" 769264 769719 "+" 456
"1135" "c-type cytochrome_1" "CP080275" 769724 770977 "-" 1254
"1136" "SCO family protein_1" "CP080275" 770974 771723 "-" 750
"1137" "selenium-binding family protein_2" "CP080275" 771795 773105 "-" 1311
"1138" "IclR family transcriptional regulator_3" "CP080275" 773127 773939 "-" 813
"1139" "NAD(P)-dependent oxidoreductase_2" "CP080275" 774123 775088 "-" 966
"1140" "LacI family DNA-binding transcriptional regulator_3" "CP080275" 775315 776352 "-" 1038
"1141" "phytanoyl-CoA dioxygenase family protein_2" "CP080275" 776439 777623 "+" 1185
"1142" "inositol 2-dehydrogenase" "CP080275" 777636 778622 "-" 987
"1143" "class II fructose-bisphosphate aldolase" "CP080275" 778616 779455 "-" 840
"1144" "5-deoxy-glucuronate isomerase" "CP080275" 779452 780309 "-" 858
"1145" "5-dehydro-2-deoxygluconokinase" "CP080275" 780322 781314 "-" 993
"1146" "3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing)" "CP080275" 781314 783188 "-" 1875
"1147" "Gfo/Idh/MocA family oxidoreductase_3" "CP080275" 783308 784411 "+" 1104
"1148" "sugar phosphate isomerase/epimerase_3" "CP080275" 784434 785327 "+" 894
"1149" "Gfo/Idh/MocA family oxidoreductase_4" "CP080275" 785339 786496 "+" 1158
"1150" "LacI family DNA-binding transcriptional regulator_4" "CP080275" 786563 787564 "-" 1002
"1151" "sugar ABC transporter substrate-binding protein_1" "CP080275" 787790 788740 "+" 951
"1152" "ABC transporter permease_15" "CP080275" 788803 789924 "+" 1122
"1153" "ATP-binding cassette domain-containing protein_11" "CP080275" 789926 790711 "+" 786
"1154" "beta-galactosidase" "CP080275" 790770 792689 "-" 1920
"1155" "SMP-30/gluconolactonase/LRE family protein" "CP080275" 792698 793570 "-" 873
"1156" "2-dehydro-3-deoxy-6-phosphogalactonate aldolase" "CP080275" 793560 794171 "-" 612
"1157" "2-dehydro-3-deoxygalactonokinase_2" "CP080275" 794168 795136 "-" 969
"1158" "SDR family oxidoreductase_6" "CP080275" 795133 795903 "-" 771
"1159" "dihydroxy-acid dehydratase_2" "CP080275" 795903 797618 "-" 1716
"1160" "alpha-galactosidase" "CP080275" 797615 799714 "-" 2100
"1161" "carbohydrate ABC transporter permease_4" "CP080275" 799711 800559 "-" 849
"1162" "sugar ABC transporter permease_5" "CP080275" 800559 801497 "-" 939
"1163" "ABC transporter substrate-binding protein_12" "CP080275" 801653 802903 "-" 1251
"1164" "IclR family transcriptional regulator_4" "CP080275" 803038 803829 "+" 792
"1165" "sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC_1" "CP080275" 803848 804909 "+" 1062
"1166" "SDR family oxidoreductase_7" "CP080275" 804975 805571 "-" 597
"1167" "glutathione S-transferase_2" "CP080275" 805623 806237 "-" 615
"1168" "DksA/TraR family C4-type zinc finger protein" "CP080275" 806491 806760 "+" 270
"1169" "M3 family oligoendopeptidase" "CP080275" 806830 808674 "-" 1845
"1170" "alpha/beta hydrolase_5" "CP080275" 808819 809781 "-" 963
"1171" "SCP2 sterol-binding domain-containing protein_1" "CP080275" 809781 810068 "-" 288
"1172" "tetratricopeptide repeat protein_5" "CP080275" 810166 810735 "+" 570
"1173" "disulfide oxidoreductase" "CP080275" 810777 813794 "+" 3018
"1174" "RNA-binding S4 domain-containing protein" "CP080275" 813820 814188 "+" 369
"1175" "ferredoxin family protein" "CP080275" 814253 814591 "+" 339
"1176" "CarD family transcriptional regulator" "CP080275" 814954 815466 "+" 513
"1177" "adenosylcobinamide-GDP ribazoletransferase" "CP080275" 816100 816858 "-" 759
"1178" "nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase" "CP080275" 816958 817974 "+" 1017
"1179" "monovalent cation:proton antiporter-2 (CPA2) family protein" "CP080275" 818047 819939 "-" 1893
"1180" "PAS domain-containing protein_1" "CP080275" 820176 821396 "-" 1221
"1181" "Lrp/AsnC family transcriptional regulator_7" "CP080275" 821459 821914 "-" 456
"1182" "4-hydroxyphenylpyruvate dioxygenase" "CP080275" 822059 823159 "+" 1101
"1183" "hypothetical protein_179" "CP080275" 823280 825994 "-" 2715
"1184" "SIMPL domain-containing protein" "CP080275" 826164 826880 "+" 717
"1185" "O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase" "CP080275" 826947 828239 "-" 1293
"1186" "hypothetical protein_180" "CP080275" 828415 829404 "-" 990
"1187" "hypothetical protein_181" "CP080275" 830094 830681 "-" 588
"1188" "helix-turn-helix domain-containing protein_18" "CP080275" 830907 831176 "+" 270
"1189" "hypothetical protein_182" "CP080275" 831163 831615 "+" 453
"1190" "hypothetical protein_183" "CP080275" 832696 835991 "+" 3296
"1191" "hypothetical protein_184" "CP080275" 836027 836494 "+" 468
"1192" "hypothetical protein_185" "CP080275" 836502 836870 "-" 369
"1193" "terminase small subunit_2" "CP080275" 836987 837148 "+" 162
"1194" "hypothetical protein_186" "CP080275" 837900 838085 "+" 186
"1195" "hypothetical protein_187" "CP080275" 838669 839601 "-" 933
"1196" "DUF3987 domain-containing protein" "CP080275" 839852 841345 "-" 1494
"1197" "toprim domain-containing protein" "CP080275" 841342 842202 "-" 861
"1198" "hypothetical protein_188" "CP080275" 842294 842611 "-" 318
"1199" "AlpA family phage regulatory protein" "CP080275" 842726 842905 "-" 180
"1200" "hypothetical protein_189" "CP080275" 843042 844082 "-" 1041
"1201" "integrase arm-type DNA-binding domain-containing protein_2" "CP080275" 844082 845266 "-" 1185
"1202" "ATP-binding protein_5" "CP080275" 845830 847572 "+" 1743
"1203" "autoinducer synthase_2" "CP080275" 847586 848401 "+" 816
"1204" "alpha-hydroxy-acid oxidizing protein_2" "CP080275" 848432 849523 "-" 1092
"1205" "sulfopyruvate decarboxylase subunit beta" "CP080275" 849523 850077 "-" 555
"1206" "sulfopyruvate decarboxylase subunit alpha" "CP080275" 850074 850580 "-" 507
"1207" "universal stress protein_3" "CP080275" 850618 851028 "-" 411
"1208" "alcohol dehydrogenase catalytic domain-containing protein" "CP080275" 851057 852037 "-" 981
"1209" "SDR family oxidoreductase_8" "CP080275" 852034 852795 "-" 762
"1210" "histidinol dehydrogenase_2" "CP080275" 852788 854095 "-" 1308
"1211" "TRAP transporter large permease_1" "CP080275" 854108 855436 "-" 1329
"1212" "TRAP transporter small permease_1" "CP080275" 855449 855961 "-" 513
"1213" "TRAP transporter substrate-binding protein_1" "CP080275" 856071 857216 "-" 1146
"1214" "hypothetical protein_190" "CP080275" 857240 857425 "-" 186
"1215" "LacI family DNA-binding transcriptional regulator_5" "CP080275" 857555 858580 "+" 1026
"1216" "aspartate aminotransferase family protein_1" "CP080275" 858811 860184 "+" 1374
"1217" "M24 family metallopeptidase_2" "CP080275" 860199 861383 "+" 1185
"1218" "acetylornithine deacetylase_1" "CP080275" 861388 862542 "+" 1155
"1219" "GH1 family beta-glucosidase" "CP080275" 862553 863884 "-" 1332
"1220" "substrate-binding domain-containing protein_2" "CP080275" 863912 864943 "-" 1032
"1221" "ABC transporter substrate-binding protein_13" "CP080275" 865192 866544 "+" 1353
"1222" "sugar ABC transporter permease_6" "CP080275" 866702 867709 "+" 1008
"1223" "carbohydrate ABC transporter permease_5" "CP080275" 867720 868868 "+" 1149
"1224" "alpha-amylase family glycosyl hydrolase" "CP080275" 868934 870592 "+" 1659
"1225" "sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC_2" "CP080275" 870624 871715 "+" 1092
"1226" "ABC transporter substrate-binding protein_14" "CP080275" 871725 872804 "-" 1080
"1227" "sensor histidine kinase_1" "CP080275" 872774 874189 "-" 1416
"1228" "response regulator transcription factor_1" "CP080275" 874186 874851 "-" 666
"1229" "tripartite tricarboxylate transporter substrate binding protein_3" "CP080275" 874983 875960 "+" 978
"1230" "tripartite tricarboxylate transporter TctB family protein_3" "CP080275" 876110 876604 "+" 495
"1231" "tripartite tricarboxylate transporter permease_3" "CP080275" 876606 878123 "+" 1518
"1232" "AEC family transporter_2" "CP080275" 878178 879110 "-" 933
"1233" "MBL fold metallo-hydrolase_3" "CP080275" 879157 879954 "-" 798
"1234" "TatD family hydrolase" "CP080275" 879954 880775 "-" 822
"1235" "DNA polymerase III subunit delta'" "CP080275" 880818 881939 "-" 1122
"1236" "dTMP kinase" "CP080275" 881936 882625 "-" 690
"1237" "D-alanyl-D-alanine carboxypeptidase_1" "CP080275" 882622 883812 "-" 1191
"1238" "SPOR domain-containing protein_1" "CP080275" 883865 884782 "-" 918
"1239" "precorrin-6A synthase (deacetylating)" "CP080275" 885284 886051 "-" 768
"1240" "energy-coupling factor ABC transporter permease" "CP080275" 886120 886797 "-" 678
"1241" "uroporphyrinogen-III C-methyltransferase_1" "CP080275" 887244 888008 "-" 765
"1242" "cobyrinate a%2Cc-diamide synthase" "CP080275" 888005 889324 "-" 1320
"1243" "precorrin-4 C(11)-methyltransferase" "CP080275" 889317 890111 "-" 795
"1244" "cobalamin biosynthesis protein" "CP080275" 890108 890485 "-" 378
"1245" "bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase" "CP080275" 890482 891681 "-" 1200
"1246" "cobalt-precorrin-6A reductase" "CP080275" 891680 892423 "+" 744
"1247" "precorrin-3B C(17)-methyltransferase" "CP080275" 892405 893169 "-" 765
"1248" "precorrin-2 C(20)-methyltransferase" "CP080275" 893166 893882 "-" 717
"1249" "precorrin-8X methylmutase" "CP080275" 893885 894514 "-" 630
"1250" "precorrin-3B synthase" "CP080275" 894516 895685 "-" 1170
"1251" "cobaltochelatase subunit CobN" "CP080275" 895682 898927 "-" 3246
"1252" "cobalamin biosynthesis protein CobW" "CP080275" 899086 900168 "-" 1083
"1253" "DUF1636 domain-containing protein_1" "CP080275" 900173 900574 "-" 402
"1254" "cob(I)yrinic acid a%2Cc-diamide adenosyltransferase_1" "CP080275" 900939 901574 "+" 636
"1255" "VOC family protein_3" "CP080275" 901672 902459 "-" 788
"1256" "winged helix-turn-helix transcriptional regulator" "CP080275" 902499 903044 "+" 546
"1257" "glycerol-3-phosphate dehydrogenase" "CP080275" 903287 904876 "-" 1590
"1258" "DeoR/GlpR family DNA-binding transcription regulator_2" "CP080275" 904869 905654 "-" 786
"1259" "DUF1513 domain-containing protein" "CP080275" 905749 906855 "-" 1107
"1260" "imelysin family protein" "CP080275" 906860 907978 "-" 1119
"1261" "thiol oxidoreductase" "CP080275" 907978 909618 "-" 1641
"1262" "peptidase" "CP080275" 909854 911122 "-" 1269
"1263" "hypothetical protein_191" "CP080275" 911205 911711 "-" 507
"1264" "hemin uptake protein HemP" "CP080275" 911708 911884 "-" 177
"1265" "hypothetical protein_192" "CP080275" 911890 912042 "-" 153
"1266" "LysR family transcriptional regulator_8" "CP080275" 912210 913031 "-" 822
"1267" "MBL fold metallo-hydrolase_4" "CP080275" 913125 914036 "+" 912
"1268" "methionine--tRNA ligase" "CP080275" 914099 915817 "-" 1719
"1269" "MFS transporter_11" "CP080275" 915932 917155 "-" 1224
"1270" "rhodanese-like domain-containing protein_1" "CP080275" 917300 917701 "-" 402
"1271" "aldo/keto reductase_1" "CP080275" 917909 918952 "+" 1044
"1272" "GlxA family transcriptional regulator_1" "CP080275" 919039 920130 "-" 1092
"1273" "3-keto-5-aminohexanoate cleavage protein_2" "CP080275" 920263 921180 "+" 918
"1274" "DUF1203 domain-containing protein" "CP080275" 921242 921715 "-" 474
"1275" "carnitine 3-dehydrogenase" "CP080275" 921790 923265 "+" 1476
