"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
1064758,"OL67_001038","1",1067136,"+",2378,"RNA-binding transcriptional accessory protein","CP080275",1067136,"+",2378
1067188,"OL67_001039","1",1068528,"-",1340,"hypothetical protein","CP080275",1068528,"-",1340
1068695,"OL67_001040","1",1069147,"-",452,"hypothetical protein","CP080275",1069147,"-",452
1069271,"OL67_001041","1",1071835,"-",2564,"aminopeptidase N","CP080275",1071835,"-",2564
1071957,"OL67_001042","1",1072157,"+",200,"hypothetical protein","CP080275",1072157,"+",200
1072404,"OL67_001043","1",1074536,"+",2132,"malate synthase G","CP080275",1074536,"+",2132
1074612,"OL67_001044","1",1075037,"+",425,"heme-binding protein","CP080275",1075037,"+",425
1075256,"OL67_001045","1",1076035,"+",779,"gamma-glutamyl-gamma-aminobutyrate hydrolase family protein","CP080275",1076035,"+",779
1076126,"OL67_001046","1",1078366,"-",2240,"molybdopterin-dependent oxidoreductase","CP080275",1078366,"-",2240
1078370,"OL67_001047","1",1078834,"-",464,"(2Fe-2S)-binding protein","CP080275",1078834,"-",464
1078934,"OL67_001048","1",1079515,"+",581,"TetR/AcrR family transcriptional regulator","CP080275",1079515,"+",581
1079552,"OL67_001049","1",1080385,"-",833,"tryptophan 2%2C3-dioxygenase","CP080275",1080385,"-",833
1080538,"OL67_001050","1",1081731,"-",1193,"kynureninase","CP080275",1081731,"-",1193
1081831,"OL67_001051","1",1082229,"-",398,"MmcQ/YjbR family DNA-binding protein","CP080275",1082229,"-",398
1082229,"OL67_001052","1",1082981,"-",752,"SDR family oxidoreductase","CP080275",1082981,"-",752
1083221,"OL67_001053","1",1084174,"+",953,"MBL fold metallo-hydrolase","CP080275",1084174,"+",953
1084462,"OL67_001054","1",1084923,"+",461,"isoprenylcysteine carboxylmethyltransferase family protein","CP080275",1084923,"+",461
1085043,"OL67_001055","1",1086632,"+",1589,NA,NA,NA,NA,NA
1085061,NA,NA,NA,NA,NA,"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha","CP080275",1086632,"+",1571
1086646,"OL67_001056","1",1088079,"+",1433,"NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta","CP080275",1088079,"+",1433
1088193,"OL67_001057","1",1088567,"+",374,"glyoxalase/bleomycin resistance/dioxygenase family protein","CP080275",1088567,"+",374
1088638,"OL67_001058","1",1089006,"+",368,"MerR family transcriptional regulator","CP080275",1089006,"+",368
1088999,"OL67_001059","1",1089370,"+",371,"carboxymuconolactone decarboxylase family protein","CP080275",1089370,"+",371
1089502,"OL67_001060","1",1090782,"+",1280,"DUF3422 domain-containing protein","CP080275",1090782,"+",1280
1090718,"OL67_001061","1",1091791,"-",1073,"YeeE/YedE family protein","CP080275",1091791,"-",1073
1091898,"OL67_001062","1",1092017,"+",119,NA,NA,NA,NA,NA
1092072,"OL67_001063","1",1093043,"-",971,"ABC transporter permease","CP080275",1094043,"-",1971
1093036,"OL67_001064","1",1094043,"-",1007,NA,NA,NA,NA,NA
1094193,"OL67_001065","1",1095893,"-",1700,"peptide ABC transporter substrate-binding protein","CP080275",1095893,"-",1700
1096222,"OL67_001066","1",1098042,"+",1820,"ABC transporter ATP-binding protein","CP080275",1098042,"+",1820
1098047,"OL67_001067","1",1099213,"+",1166,"acetylornithine deacetylase","CP080275",1099213,"+",1166
1099439,"OL67_001068","1",1100605,"+",1166,"M20 family metallopeptidase","CP080275",1100605,"+",1166
1100616,"OL67_001069","1",1101779,"+",1163,"M20 family metallopeptidase","CP080275",1101779,"+",1163
1101871,"OL67_001070","1",1103034,"+",1163,"M20 family metallopeptidase","CP080275",1103034,"+",1163
1103132,"OL67_001071","1",1104175,"-",1043,"glycosyltransferase family 4 protein","CP080275",1104175,"-",1043
1104189,"OL67_001072","1",1105532,"-",1343,"3-deoxy-D-manno-octulosonic acid transferase","CP080275",1105532,"-",1343
1105534,"OL67_001073","1",1106541,"-",1007,"GTP 3'%2C8-cyclase MoaA","CP080275",1106541,"-",1007
1106644,"OL67_001074","1",1107117,"+",473,"hypothetical protein","CP080275",1107117,"+",473
1107188,"OL67_001075","1",1107928,"-",740,"DNA alkylation repair protein","CP080275",1107934,"-",746
1107931,"OL67_001076","1",1109739,"-",1808,"glutamine--fructose-6-phosphate transaminase (isomerizing)","CP080275",1109739,"-",1808
1109739,"OL67_001077","1",1111094,"-",1355,"bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU","CP080275",1111094,"-",1355
1111227,"OL67_001078","1",1111892,"+",665,"HAD-IA family hydrolase","CP080275",1111892,"+",665
1111956,"OL67_001079","1",1113158,"+",1202,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","CP080275",1113158,"+",1202
1113166,"OL67_001080","1",1113930,"-",764,"HD domain-containing protein","CP080275",1113930,"-",764
1113927,"OL67_001081","1",1114523,"-",596,"TetR/AcrR family transcriptional regulator","CP080275",1114523,"-",596
1114680,"OL67_001082","1",1115840,"+",1160,"isovaleryl-CoA dehydrogenase","CP080275",1115840,"+",1160
1115986,"OL67_001083","1",1116588,"-",602,"outer membrane beta-barrel protein","CP080275",1116588,"-",602
1116753,"OL67_001084","1",1118306,"+",1553,"AMP-binding protein","CP080275",1118306,"+",1553
1118383,"OL67_001085","1",1119987,"+",1604,"methylcrotonoyl-CoA carboxylase","CP080275",1119987,"+",1604
1119997,"OL67_001086","1",1121934,"+",1937,"acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","CP080275",1121934,"+",1937
1122039,"OL67_001087","1",1122899,"+",860,"hydroxymethylglutaryl-CoA lyase","CP080275",1122899,"+",860
1122982,"OL67_001088","1",1123764,"+",782,"crotonase/enoyl-CoA hydratase family protein","CP080275",1123764,"+",782
1124003,"OL67_001089","1",1124368,"+",365,"NADH-quinone oxidoreductase subunit A","CP080275",1124368,"+",365
1124359,"OL67_001090","1",1124892,"+",533,"NADH-quinone oxidoreductase subunit B","CP080275",1124892,"+",533
1124917,"OL67_001091","1",1125522,"+",605,"NADH-quinone oxidoreductase subunit C","CP080275",1125522,"+",605
1125522,"OL67_001092","1",1126733,"+",1211,"NADH-quinone oxidoreductase subunit D","CP080275",1126733,"+",1211
1126733,"OL67_001093","1",1127926,"+",1193,"NADH-quinone oxidoreductase subunit E","CP080275",1127926,"+",1193
1127979,"OL67_001094","1",1128206,"+",227,"DUF5337 domain-containing protein","CP080275",1128206,"+",227
1128213,"OL67_001095","1",1129511,"+",1298,"NADH-quinone oxidoreductase subunit NuoF","CP080275",1129511,"+",1298
1129530,"OL67_001096","1",1129880,"+",350,"hypothetical protein","CP080275",1129880,"+",350
1129994,"OL67_001097","1",1130398,"+",404,"DUF5333 domain-containing protein","CP080275",1130398,"+",404
1130402,"OL67_001098","1",1132420,"+",2018,"NADH-quinone oxidoreductase subunit NuoG","CP080275",1132420,"+",2018
1132417,"OL67_001099","1",1132803,"+",386,"hypothetical protein","CP080275",1132803,"+",386
1132810,"OL67_001100","1",1133847,"+",1037,"NADH-quinone oxidoreductase subunit NuoH","CP080275",1133847,"+",1037
1133851,"OL67_001101","1",1134345,"+",494,"NADH-quinone oxidoreductase subunit NuoI","CP080275",1134345,"+",494
1134342,"OL67_001102","1",1134761,"+",419,"carboxymuconolactone decarboxylase family protein","CP080275",1134761,"+",419
1134758,"OL67_001103","1",1135360,"+",602,"NADH-quinone oxidoreductase subunit J","CP080275",1135360,"+",602
1135365,"OL67_001104","1",1135670,"+",305,"NADH-quinone oxidoreductase subunit NuoK","CP080275",1135670,"+",305
1135677,"OL67_001105","1",1137791,"+",2114,"NADH-quinone oxidoreductase subunit L","CP080275",1137791,"+",2114
1137791,"OL67_001106","1",1139338,"+",1547,"NADH-quinone oxidoreductase subunit M","CP080275",1139338,"+",1547
1139352,"OL67_001107","1",1140791,"+",1439,"NADH-quinone oxidoreductase subunit NuoN","CP080275",1140791,"+",1439
1140862,"OL67_001108","1",1141611,"+",749,"biotin--[acetyl-CoA-carboxylase] ligase","CP080275",1141611,"+",749
1141632,"OL67_001109","1",1142420,"+",788,"type III pantothenate kinase","CP080275",1142420,"+",788
1142410,"OL67_001110","1",1144077,"+",1667,"ribonuclease J","CP080275",1144077,"+",1667
1144272,"OL67_001111","1",1144445,"-",173,"hypothetical protein","CP080275",1144445,"-",173
1144670,"OL67_001112","1",1146217,"-",1547,"DEAD/DEAH box helicase","CP080275",1146217,"-",1547
1146398,"OL67_001113","1",1147363,"-",965,"glycosyltransferase family 2 protein","CP080275",1147363,"-",965
1147360,"OL67_001114","1",1148106,"-",746,"hypothetical protein","CP080275",1148106,"-",746
1148144,"OL67_001115","1",1149751,"-",1607,"peptide chain release factor 3","CP080275",1149751,"-",1607
1149839,"OL67_001116","1",1150270,"-",431,"nuclear transport factor 2 family protein","CP080275",1150213,"-",374
1150451,"OL67_001117","1",1151467,"-",1016,"Hint domain-containing protein","CP080275",1151467,"-",1016
1151762,"OL67_001118","1",1152541,"+",779,"SDR family oxidoreductase","CP080275",1152541,"+",779
1152554,"OL67_001119","1",1153678,"+",1124,"hypothetical protein","CP080275",1153678,"+",1124
1153801,"OL67_001120","1",1154928,"+",1127,"ABC transporter ATP-binding protein","CP080275",1154928,"+",1127
1154938,"OL67_001121","1",1155627,"-",689,"YafY family transcriptional regulator","CP080275",1155627,"-",689
1155702,"OL67_001122","1",1156010,"-",308,"hypothetical protein","CP080275",1156010,"-",308
1156233,"OL67_001123","1",1156451,"+",218,"twin-arginine translocase TatA/TatE family subunit","CP080275",1156451,"+",218
1156458,"OL67_001124","1",1156943,"+",485,"Sec-independent protein translocase protein TatB","CP080275",1156943,"+",485
1156940,"OL67_001125","1",1157908,"+",968,"twin-arginine translocase subunit TatC","CP080275",1157908,"+",968
1158034,"OL67_001126","1",1158489,"+",455,"ribose 5-phosphate isomerase B","CP080275",1158489,"+",455
1158538,"OL67_001127","1",1159380,"+",842,"ATP-binding protein","CP080275",1159380,"+",842
1159488,"OL67_001128","1",1160717,"-",1229,"peptidoglycan DD-metalloendopeptidase family protein","CP080275",1160717,"-",1229
1160855,"OL67_001129","1",1161502,"-",647,"protein-L-isoaspartate(D-aspartate) O-methyltransferase","CP080275",1161502,"-",647
1161499,"OL67_001130","1",1162281,"-",782,"5'/3'-nucleotidase SurE","CP080275",1162281,"-",782
1162563,"OL67_001131","1",1163216,"-",653,"SDR family oxidoreductase","CP080275",1163216,"-",653
1163330,"OL67_001132","1",1163599,"-",269,"hypothetical protein","CP080275",1163599,"-",269
1163833,"OL67_001133","1",1164375,"-",542,"DUF2199 domain-containing protein","CP080275",1164321,"-",488
1164268,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",1164474,"+",206
1164499,"OL67_001134","1",1165971,"-",1472,"amidophosphoribosyltransferase","CP080275",1165965,"-",1466
1166217,"OL67_001135","1",1166921,"-",704,"Hint domain-containing protein","CP080275",1166921,"-",704
1167475,"OL67_001136","1",1168029,"-",554,"CvpA family protein","CP080275",1168029,"-",554
1168070,"OL67_001137","1",1169434,"-",1364,"DNA repair protein RadA","CP080275",1169434,"-",1364
1169612,"OL67_001138","1",1170058,"-",446,"paraquat-inducible protein A","CP080275",1170058,"-",446
1170695,"OL67_001139","1",1171441,"-",746,"ATP-binding cassette domain-containing protein","CP080275",1171441,"-",746
1171438,"OL67_001140","1",1172238,"-",800,"ABC transporter permease","CP080275",1172238,"-",800
1172235,"OL67_001141","1",1173272,"-",1037,"alanine racemase","CP080275",1173272,"-",1037
1173536,"OL67_001142","1",1175056,"-",1520,"replicative DNA helicase","CP080275",1175056,"-",1520
1175360,"OL67_001143","1",1176040,"-",680,"orotate phosphoribosyltransferase","CP080275",1176040,"-",680
1176113,"OL67_001144","1",1177153,"-",1040,"dihydroorotase","CP080275",1177153,"-",1040
1177256,"OL67_001145","1",1178215,"-",959,"phosphoadenosine phosphosulfate reductase","CP080275",1178215,"-",959
1178431,"OL67_001146","1",1179498,"-",1067,"glycosyltransferase family 2 protein","CP080275",1179498,"-",1067
1179702,"OL67_001147","1",1180718,"+",1016,NA,NA,NA,NA,NA
1179807,NA,NA,NA,NA,NA,"MoxR family ATPase","CP080275",1180718,"+",911
1180734,"OL67_001148","1",1181999,"+",1265,"VWA domain-containing protein","CP080275",1181999,"+",1265
1182123,"OL67_001149","1",1183982,"+",1859,"OmpA family protein","CP080275",1183982,"+",1859
1184073,"OL67_001150","1",1185164,"-",1091,"ribosome small subunit-dependent GTPase A","CP080275",1185164,"-",1091
1185417,"OL67_001151","1",1186601,"-",1184,"VWA domain-containing protein","CP080275",1186601,"-",1184
1186655,"OL67_001152","1",1186822,"-",167,"hypothetical protein","CP080275",1186822,"-",167
1186918,"OL67_001153","1",1188366,"-",1448,"DUF2927 domain-containing protein","CP080275",1188366,"-",1448
1188562,"OL67_001154","1",1188939,"+",377,"hypothetical protein","CP080275",1188939,"+",377
1188941,"OL67_001155","1",1189291,"+",350,"transcriptional regulator","CP080275",1189291,"+",350
1189288,"OL67_001156","1",1189920,"-",632,"DUF998 domain-containing protein","CP080275",1189920,"-",632
1190057,"OL67_001157","1",1190896,"-",839,"MoxR family ATPase","CP080275",1190896,"-",839
1191066,"OL67_001158","1",1191512,"+",446,"RNA polymerase-binding protein DksA","CP080275",1191512,"+",446
1191632,"OL67_001159","1",1192858,"+",1226,"FAD-dependent monooxygenase","CP080275",1192858,"+",1226
1193111,"OL67_001160","1",1193917,"-",806,"exodeoxyribonuclease III","CP080275",1193917,"-",806
1194305,"OL67_001161","1",1194541,"+",236,"hypothetical protein","CP080275",1194541,"+",236
1194612,"OL67_001162","1",1195868,"+",1256,"hypothetical protein","CP080275",1195868,"+",1256
1195923,"OL67_001163","1",1196246,"-",323,"iron-sulfur cluster assembly accessory protein","CP080275",1196246,"-",323
1196346,"OL67_001164","1",1197530,"+",1184,NA,NA,NA,NA,NA
1196370,NA,NA,NA,NA,NA,"deoxyguanosinetriphosphate triphosphohydrolase","CP080275",1197530,"+",1160
1197643,"OL67_001165","1",1197972,"+",329,"hypothetical protein","CP080275",1197972,"+",329
1198178,"OL67_001166","1",1199923,"+",1745,"arginine--tRNA ligase","CP080275",1199923,"+",1745
1200016,"OL67_001167","1",1201398,"+",1382,"SPOR domain-containing protein","CP080275",1201398,"+",1382
1201562,"OL67_001168","1",1202566,"+",1004,"beta-N-acetylhexosaminidase","CP080275",1202566,"+",1004
1202559,"OL67_001169","1",1203350,"+",791,"segregation/condensation protein A","CP080275",1203350,"+",791
1203350,"OL67_001170","1",1204012,"+",662,"SMC-Scp complex subunit ScpB","CP080275",1204012,"+",662
1204094,"OL67_001171","1",1204300,"+",206,"hypothetical protein","CP080275",1204300,"+",206
1204307,"OL67_001172","1",1205425,"-",1118,"2'-deoxycytidine 5'-triphosphate deaminase","CP080275",1205425,"-",1118
1205688,"OL67_001174","1",1209092,"-",3404,"MerR family transcriptional regulator","CP080275",1209092,"-",3404
1209122,"OL67_001175","1",1209424,"-",302,"integration host factor subunit alpha","CP080275",1209424,"-",302
1209544,"OL67_001176","1",1210515,"-",971,"ketoacyl-ACP synthase III","CP080275",1210515,"-",971
1210531,"OL67_001177","1",1211655,"-",1124,"phosphate acyltransferase PlsX","CP080275",1211655,"-",1124
1211695,"OL67_001178","1",1211901,"-",206,"50S ribosomal protein L32","CP080275",1211901,"-",206
1212121,"OL67_001179","1",1212666,"-",545,"DUF177 domain-containing protein","CP080275",1212666,"-",545
1212754,"OL67_001180","1",1213221,"+",467,"outer membrane protein assembly factor BamE","CP080275",1213221,"+",467
1213312,"OL67_001181","1",1214196,"+",884,NA,NA,NA,NA,NA
1213378,NA,NA,NA,NA,NA,"GNAT family N-acetyltransferase","CP080275",1214196,"+",818
1214262,"OL67_001182","1",1216049,"+",1787,"ATP-binding cassette domain-containing protein","CP080275",1216049,"+",1787
1216217,"OL67_001183","1",1216771,"-",554,"sugar O-acetyltransferase","CP080275",1216771,"-",554
1216768,"OL67_001184","1",1217262,"-",494,"GFA family protein","CP080275",1217262,"-",494
1217431,"OL67_001185","1",1218186,"-",755,"SDR family NAD(P)-dependent oxidoreductase","CP080275",1218186,"-",755
1218259,"OL67_001186","1",1219281,"-",1022,"GNAT family N-acetyltransferase","CP080275",1219203,"-",944
1219249,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",1219386,"+",137
1219482,"OL67_001187","1",1220738,"-",1256,"tyrosine--tRNA ligase","CP080275",1220738,"-",1256
1220892,"OL67_001188","1",1222058,"+",1166,"anhydro-N-acetylmuramic acid kinase","CP080275",1222058,"+",1166
1222118,"OL67_001189","1",1222549,"-",431,"cupin domain-containing protein","CP080275",1222549,"-",431
1222628,"OL67_001190","1",1224067,"+",1439,"YdiU family protein","CP080275",1224067,"+",1439
1224092,"OL67_001191","1",1225003,"-",911,"DMT family transporter","CP080275",1225003,"-",911
1225052,"OL67_001192","1",1225888,"+",836,NA,NA,NA,NA,NA
1225163,NA,NA,NA,NA,NA,"endonuclease/exonuclease/phosphatase family protein","CP080275",1225888,"+",725
1226045,"OL67_001193","1",1227430,"-",1385,"DEAD/DEAH box helicase","CP080275",1227376,"-",1331
1227755,"OL67_001194","1",1228168,"+",413,"transcriptional repressor","CP080275",1228168,"+",413
1228409,"OL67_001195","1",1229305,"+",896,"DMT family transporter","CP080275",1229305,"+",896
1229480,"OL67_001196","1",1230754,"+",1274,"phosphopyruvate hydratase","CP080275",1230754,"+",1274
1230819,"OL67_001197","1",1231334,"+",515,"hypothetical protein","CP080275",1231334,"+",515
1231586,"OL67_001198","1",1231843,"+",257,"hypothetical protein","CP080275",1231843,"+",257
1232050,"OL67_001199","1",1232325,"-",275,"glycine zipper 2TM domain-containing protein","CP080275",1232325,"-",275
1233029,"OL67_001200","1",1233478,"-",449,"GNAT family N-acetyltransferase","CP080275",1233478,"-",449
1233475,"OL67_001201","1",1234002,"-",527,"GrpB family protein","CP080275",1234002,"-",527
1233999,"OL67_001202","1",1234940,"-",941,"nucleoside hydrolase","CP080275",1234940,"-",941
1235109,"OL67_001203","1",1236329,"-",1220,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","CP080275",1236329,"-",1220
1236500,"OL67_001204","1",1237810,"-",1310,"FAD-binding oxidoreductase","CP080275",1237810,"-",1310
1237925,"OL67_001205","1",1239283,"-",1358,"glutamine synthetase family protein","CP080275",1239283,"-",1358
